Исходная строка;Result
938-32.101-12;0
938-32.532;0
938-34.141-01;0
938-34.328-04;0
938-34.432;0
938-34.433-01;0
938-34.433-03;0
938-34.433-06;0
938-34.433-08;0
938-34.433-09;0
938-34.434-05;0
938-35.020-04;0
938-35.1113-1;0
938-35.115;0
938-35.1195-02;0
938-35.1197-02;0
938-35.120-01;0
938-35.1201-2;0
938-35.1332-31;0
938-35.142;0
938-35.142-01;0
938-35.1430-02;0
938-35.1430-03;0
938-35.1430-14;0
938-35.1430-5;0
938-35.1475-1;0
938-35.1475-2;0
938-35.1475-4;0
938-35.1475-5;0
938-35.1476-2;0
938-35.1519-01;0
938-35.155;0
938-35.1551-01;0
938-35.1642-01;0
938-35.1642-02;0
938-35.1670-08;0
938-35.171;0
938-35.178;0
938-35.1795-01;0
938-35.1839-01;0
938-35.1853-08;0
938-35.1913-01;0
938-35.1913-02;0
938-35.1913-03;0
938-35.1913-04;0
938-35.1913-1;0
938-35.1913-10;0
938-35.1913-30;0
938-35.1913-52;0
938-35.1913-53;0
938-35.1913-58;0
938-35.1913-61;0
938-35.1913-70;0
938-35.1913-82;0
938-35.1938-01;0
938-35.1938-02;0
938-35.1997-01;0
938-35.1997-06;0
938-35.1997-32;0
938-35.1997-а1;0
938-35.1997-а2;0
938-35.1997-а3;0
938-35.206;0
938-35.2131-01;0
938-35.2131-02;0
938-35.2131-03;0
938-35.2131-04;0
938-35.2131-05;0
938-35.2131-06;0
938-35.2131-07;0
938-35.2138-02;0
938-35.2138-10;0
938-35.2141-42;0
938-35.2141-48;0
938-35.2141-66;0
938-35.2141-96;0
938-35.2141-97;0
938-35.2141-99;0
938-35.2144-42;0
938-35.2200-25;0
938-35.2200-57;0
938-35.2201-81;0
938-35.2204-01;0
938-35.2204-02;0
938-35.2204-12;0
938-35.2204-15;0
938-35.2204-17;0
938-35.2204-33;0
938-35.2204-70;0
938-35.2204-83;0
938-35.2209-24;0
938-35.2214-50;0
938-35.2451-21;0
938-35.2451-22;0
938-35.2451-23;0
938-35.2540-01;0
938-35.2540-02;0
938-35.2540-03;0
938-35.2540-04;0
938-35.2540-05;0
938-35.2540-06;0
938-35.2540-07;0
938-35.2540-08;0
938-35.2552-01;0
938-35.2554-04;0
938-35.2560-01;0
938-35.2587-01;0
938-35.2594-05;0
938-35.2635-03;0
938-35.2635-04;0
938-35.3065-26;0
938-35.3065-48;0
938-35.3065-65;0
938-35.3065-66;0
938-35.3065-86;0
938-35.3065-89;0
938-35.3078-01;0
938-35.3078-06;0
938-35.3096-04;0
938-35.3096-05;0
938-35.3096-06;0
938-35.311;0
938-35.3112-02;0
938-35.3121-01;0
938-35.3121-02;0
938-35.3132-04;0
938-35.3144.03;0
938-35.315;0
938-35.3178-08;0
938-35.320;0
938-35.3201-08;0
938-35.3210-0;0
938-35.3210-01;0
938-35.3210-02;0
938-35.3210-03;0
938-35.3210-04;0
938-35.3210-05;0
938-35.3210-06;0
938-35.3210-07;0
938-35.3210-09;0
938-35.326;0
938-35.350;0
938-35.395-1;0
938-35.428;0
938-35.428-01;0
938-35.458;0
938-35.473/с4.102.107.789;0
938-35.539;0
938-35.801;0
938-35.808;0
938-35.833;0
938-35.908;0
938-35-120;0
938-35-2141-04;0
938-36.001;0
938-36.003;0
938-36.004;0
938-36.006;0
938-36.026;0
938-36.031;0
938-36.039;0
938-36.041;0
938-36.067;0
938-36.072;0
938-36.147;0
938-36.147-02;0
938-36.152;0
938-36.153;0
938-36.154;0
938-36.169;0
938-36.177;0
938-36.177.02;0
938-36.177-01;0
938-36.191;0
938-36.202;0
938-36.245;0
938-36.252;0
938-36.275;0
938-36.281;0
938-36.281-01;0
938-36.281-02;0
938-36.281-03;0
938-36.281-04;0
938-36.283;0
938-36.283-01;0
938-36.283-02;0
938-36.283-03;0
938-36.283-04;0
938-36.289-01;0
938-36.289-02;0
938-36.289-03;0
938-36.297;0
938-36.310;0
938-36.366;0
938-36.389;0
938-36.389.392;0
938-36.389-01;0
938-36.389-02;0
938-36.389-03;0
938-36.473;0
938-36.475;0
938-36.489;0
938-36.496;0
938-36.528;0
938-36.529;0
938-36.530;0
938-36.538;0
938-36.539;0
938-36.540;0
938-36.556;0
938-36.558;0
938-36.568;0
938-36.574;0
938-36.574-01;0
938-36.574-02;0
938-36.576;0
938-36.576-01;0
938-36.576-02;0
938-36.581;0
938-36.588;0
938-36.588-01;0
938-36.588-02;0
938-36.589;0
938-36.590;0
938-36.591;0
938-36.678;0
938-36.679;0
938-36.682;0
938-36.711;0
938-36.720-01;0
938-36.728-01;0
938-36.728-02;0
938-36.728-03;0
938-36.747;0
938-36.752;0
938-36.815;0
938-36.823;0
938-36.829;0
938-36.835-03;0
938-36.836-02;0
938-36.839;0
938-36.843-01;0
938-36.844;0
938-36.847;0
938-36.875;0
938-36.875-01;0
938-36.875-02;0
938-36.875-03;0
938-36.875-07;0
938-36.875-08;0
938-36.875-10;0
938-36.895-03;0
938-36.896;0
938-36.896-01;0
938-36.896-02;0
938-36.896-03;0
938-36.897-01;0
938-36.898;0
938-36.899;0
938-36.903;0
938-36.910;0
938-36.910-01;0
938-36.910-02;0
938-36-289;0
938-36-574-01;0
938-36-899;0
938-37.752;0
938-38.026-03;0
938-38.026-06;0
938-38.035-01;0
938-38.035-02;0
938-38.489;0
938-3m206;0
938-3м 223;0
938-3м 279;0
938-3м.205;0
938-3м.206;0
938-3м.207;0
938-3м.208;0
938-3м.209;0
938-3м.210;0
938-3м.523;0
938-3м99;0
938-40.165-2;0
938-40.166 п.2;0
938-40.166-1;0
938-40.166-2;0
938-40.166-p2;0
938-40.188-04;0
938-40.188-05;0
938-40.189-04;0
938-40.208-12;0
938-40.208-13;0
938-40.213;0
938-40.216-17;0
938-40.217;0
938-40.217-04;0
938-40.217-06;0
938-40.217-09;0
938-40.217-10;0
938-40.217-11;0
938-40.217-12;0
938-40.217-13;0
938-40.217-14;0
938-40.217-15;0
938-40.217-16;0
938-40.217-18;0
938-40.217-19;0
938-40.217-2;0
938-40.217-20;0
938-40.217-21;0
938-40.217-26;0
938-40.218-01;0
938-40.218-02;0
938-40.218-03;0
938-40.218-05;0
938-40.218-06;0
938-40.218-12;0
938-40.275-13;0
938-40.275-15;0
938-40.275-28;0
938-40.277-05;0
938-40.277-06;0
938-40.277-09;0
938-40.277-15;0
938-40.277-19;0
938-40.341-08;0
938-40.361;0
938-40.362-01;0
938-40.362-03;0
93840-310-01;0
938-4232;0
938-45.001-27;0
938-45.001-28;0
938-45.001-5;0
938-45.036;0
938-45.036-10;0
938-45.036-4;0
938-45.036-9;0
938-45.043;0
938-45.166-42;0
938-45.166-55;0
938-45.193;0
938-45.193-02;0
938-45.271;0
938-45.328-2;0
938-45.356-01;0
938-45.356-02;0
938-45.385;0
938-45.413;0
938-45.414-02;0
938-45.414-05;0
938-45.414-06;0
938-45.414-07;0
938-45.414-09;0
938-45.420;0
938-45.433-01;0
938-45.433-02;0
938-45.433-04;0
938-45.434-01;0
938-45.434-02;0
938-45.434-6;0
938-45.435-2;0
938-45.435-6;0
938-45.480;0
938-45.484;0
938-45.510-04;0
938-45.510-05;0
938-45.510-06;0
938-45.510-07;0
938-45.512;0
938-45.616;0
938-45.617;0
938-45.623;0
938-45.625;0
938-46.591;0
938-5.1472;0
938-59.103;0
938-59.1339-16;0
938-59.1339-25;0
938-59.1339-31;0
938-59.1339-55;0
938-59.1341-02;0
938-59.1997-01;0
938-59.1997-02;0
938-59.1997-06;0
938-59.2306-01;0
938-59.2306-02;0
938-59.2306-03;0
938-59.2306-05;0
938-59.2547-02;0
938-59.3028-07;0
938-59.3028-10;0
938-59.3028-12;0
938-59.3055 (938-59.1635);0
938-59.3055-01 (938-59.1636-01, 938-59.1636);0
938-59.3055-03 (938-59.1636-04);0
938-59.3055-04 (938-59.1636-06, впие.754111.004-04);0
938-59.328-1;0
938-59.732;0
938-59.733;0
938-59.795;0
938-61.010;0
938-61.011;0
938-61.015;0
938-61.021;0
938-61.022;0
938-61.023;0
938-61.028;0
938-61.030;0
938-61.032;0
938-61.033;0
938-61.035;0
938-61.036;0
938-61.037;0
938-61.041;0
938-61.055;0
938-61.069;0
938-61.071;0
938-61.082;0
938-61.083;0
938-61.096;0
938-61.175;0
938-61.176;0
938-61.177;0
938-61.182;0
938-61.218;0
938-61.326;0
938-62.093-04;0
938-62.093-05;0
938-62.093-06;0
938-62.093-07;0
938-62.093-08;0
938-62.093-09;0
938-62.094-06;0
938-62.098-01;0
938-62.098-05;0
938-62.098-10;0
938-62.134;0
938-62.134-01;0
938-62.135;0
938-64.022;0
938-64.085;0
938-64.212;0
938-64.565;0
938-64.566;0
938-65.064-01;0
938-65.135-01;0
938-67.057-04;0
938-67-065-3;0
938-6а79;0
938-77.036;0
938-77.037;0
938-77.051-01;0
938-77.051-02;0
938-77.051-03;0
938-77.051-04;0
938-77.051-05;0
938-77.052;0
938-77.052-01;0
938-77.052-02;0
938-77.052-03;0
938-77.052-04;0
938-77.052-05;0
938-77.052-06;0
938-99.370;0
938-99.417;0
938-99.576;0
938-ба 32;0
938-ба.105;0
938-ба.34;0
938-ба.79;0
938-ба115;0
938-ба154;0
938-ба157;0
938-ба25;0
938-е207;0
938-е261;0
938-е262;0
938-е385;0
938-зм162;0
938-зм187;0
938-зм198;0
938-и.004;0
938-и.199;0
938-и.366;0
938-и.90;0
938-и086;0
938-и095;0
938-и099;0
938-и102;0
938-и105;0
938-и-109;0
938-и110;0
938-и-112;0
938-и114;0
938-и117;0
938-и118 938-(i)118;0
938-и122;0
938-и124;0
938-и126;0
938-и141;0
938-и144;0
938-и145;0
938-и154;0
938-и157;0
938-и162;0
938-и163;0
938-и173;0
938-и177;0
938-и182;0
938-и190;0
938-и191;0
938-и194;0
938-и1962;0
938-и232;0
938-и235;0
938-и236;0
938-и238;0
938-и248;0
938-и252;0
938-и261;0
938-и264;0
938-и267;0
938-и276;0
938-и281;0
938-и283;0
938-и289;0
938-и290;0
938-и292;0
938-и297;0
938-и302;0
938-и304;0
938-и306;0
938-и308;0
938-и309;0
938-и310;0
938-и312;0
938-и313;0
938-и314;0
938-и319;0
938-и321;0
938-и323;0
938-и325;0
938-и33-01;0
938-и33-02;0
938-и33-07;0
938-и33-08;0
938-и332;0
938-и341;0
938-и344;0
938-и345;0
938-и346;0
938-и35;0
938-и-35;0
938-и36;0
938-и360;0
938-и371;0
938-и38;0
938-и382;0
938-и385;0
938-и389;0
938-и4;0
938-и440;0
938-и489;0
938-и529;0
938-и530;0
938-и568;0
938-и574;0
938-и576;0
938-и589;0
938-и591;0
938-и-678;0
938-и-679;0
938-и711;0
938-и752;0
938-и815;0
938-и-823;0
938-и826;0
938-и829;0
938-и-844;0
938-и847;0
938-и86;0
938-и896;0
938-и898;0
938-и910;0
938-и93;0
938-и935;0
938-и95;0
938-и95-02;0
938-и97;0
938-и98;0
938-и99;0
938-л177;0
938-л264;0
938-сл.112;0
938-эм.173;0
939-03.018-46;0
939-21.017;0
939-21.058;0
939-21.089;0
939-24.002;0
939-34.1565-01;0
939-35.1839-01;0
939-35.2540-03;0
939-35.2540-04;0
939-35.427-01;0
939-35.460;0
939-35.768 (б.13);0
939-45.121;0
939-45.153;0
939-45.155;0
939-45.156;0
939-65.032;0
939-65.033;0
939-65.034;0
939-65.035;0
939-65.036;0
939-65.037;0
939-65.069;0
939-65.096;0
939-65-071;0
939-67.011;0
939-67.035;0
939-67.045;0
939-67.046;0
939-и182;0
939-и232;0
939-и290;0
939-и292;0
940120208225;0
940-16.677;0
940-18-188;0
940-19.212;0
940-19.237;0
940-19.241;0
940-19.250;0
940-19.917;0
940-19-190;0
940-19-396;0
940-19-920;0
940-19-923-01;0
941/12;0
941-21.042;0
941-21.043;0
941-2130-039;0
941-2330-014;0
941-2510-005;0
941-2710-032;0
9413412;0
941-35.107-01;0
9413578;0
941-4110-025;0
941-4160-005;0
941-5150.013-02;0
941-5310-046-02;0
941-5510-137;0
941-5510-3002-01;0
941-5510-3002-04;0
941-5510-3002-20;0
941-645-78.008;0
941-8240.033;0
941-8540.006;0
941-8540-003;0
941-8540-009;0
941-8540-012;0
941-8540-015;0
941-916-3019-05;0
941-916-3020-01;0
942.04.012;0
942/15;0
942-03.110-08;0
942-04.006;0
942-04.007;0
942-04.009;0
942-19.125;0
942-19.127;0
942-21.053;0
942-32.294;0
942-45.018;0
942-45.057-02;0
942-45.058-01;0
942-45.077;0
942-45.078;0
942-45.079;0
942-52.3315-01;0
942-52.6041-03;0
942-65.003;0
943 - 01.241 - 03;0
943.1044.2;0
943/20;0
943-01.241;0
943-01.241-01;0
943-01.241-02;0
943-01.241-03;0
943-01.241-04;0
943-01.241-05;0
943-01.241-06;0
943-01.241-07;0
943-01.242-01;0
943-01.242-02;0
943-01.242-03;0
943-01.242-04;0
943-01.242-05;0
943-01.242-06;0
943-01.242-08;0
943-01.243-04;0
943-01.245-03;0
943-01.246-01;0
943-01.246-05;0
943-01.247-01;0
943-01.247-02;0
943-01.248-01;0
943-01.250-03;0
943-01.250-04;0
943-01.251;0
943-01.251-03;0
943-01.945;0
943-03.246-01;0
943-21.041;0
943-21.043;0
943-21.048-02;0
9433421002;0
943-45;0
94-35-1312;0
944-21.234;0
944-21.235;0
9-4510.010-20;0
9-4510.010-26-01;0
94512647;0
945-21.020-01;0
945-21.023;0
945-21.029;0
945-21.080;0
945-21.122;0
945-21-122;0
945-35.043;0
945-35.044;0
945-35.050;0
945-35.114;0
945-35.174;0
945-35.186;0
945-45.023;0
945-45.024;0
945-45.044;0
945-59.153;0
945-61.069;0
945-61.070;0
946*21;0
946-03.110-08;0
946-19.168;0
946-21.293;0
946-21.293-01;0
946-21.398;0
946-21.410;0
946-21.412;0
946-21.415-01;0
946-21.416;0
946-21.417;0
946-21.422;0
946-21.424;0
946-21.425;0
946-21.427;0
946-21.428;0
946-21.445;0
946-21.446;0
946-21.447;0
946-21.448;0
946-21.449;0
946-21.450;0
946-21.468;0
946-21.470;0
946-21.480;0
946-21.504;0
946-21.518;0
946-21.523;0
946-21.529-01;0
946-21.666;0
946-21-398;0
946-21-399;0
946-21-419;0
946-21-422;0
946-21-424;0
946-21-425;0
946-21-445;0
946-21-446;0
946-21-447;0
946-21-448;0
946-21-449;0
946-21-450;0
946-21-518;0
946-21-523;0
946-21-529-01;0
946-21-666;0
946-35.1455-01;0
946-35.1495-04;0
946-35.1637-01;0
946-35.1960-01;0
946-35.1963-01;0
946-35.701;0
946-45.101;0
946-45.148;0
946-45.149;0
946-45.159;0
946-45.163;0
946-зм31;0
946-зм35;0
946-зм36;0
947-21.2132-01;0
947-21.2132-05;0
947-21.2132-07;0
947-21.2132-17;0
947-21.2132-18;0
947-21.2132-19;0
947-21.2132-20;0
947-21.2132-22;0
947-21.2132-24;0
947-21.2132-25;0
947-21.2132-26;0
947-21.368-04;0
947-21.368-05;0
947-21.368-06;0
947-21.368-07;0
947-21.368-09;0
947-21.369-14;0
947-21.382;0
947-21.394-21;0
947-21.410-01;0
947-21.410-04;0
947-21.433;0
947-21.434;0
947-21.435;0
947-21.466;0
947-21.477-03;0
947-21.498;0
947-21.823-01;0
947-21.826;0
947-21.827;0
947-21.881;0
947-21-2132-22;0
947-21-372-01;0
947-21-372-03;0
947-21-372-06;0
947-21-414;0
947-21-433;0
947-21-466;0
947-21-823-01;0
947-21-826;0
947-21-827;0
947-21-881;0
947-24.071;0
947-24.073;0
947-24-073;0
947-34.194;0
947-34.200;0
947-34.200-01;0
947-34.200-02;0
947-34-194r1;0
947-34-200;0
947-34-200-01;0
947-34-200-02;0
947-35.295-01;0
947-35.296-01;0
947-35.431;0
947-45.061;0
947-45.112;0
947-45.120;0
947-45.122;0
947-45.125;0
947-45.126;0
947-59.2794-03;0
947-59.2794-05;0
947-59.2794-06;0
947-62.406-21;0
947-62.406-23;0
947-62.406-24;0
947-62.406-31;0
947-62.528;0
947-65.015;0
947-65.021;0
947-65.338-08;0
947-65.362;0
947-65-318-07;0
947-65-318-11;0
947-65-320-06;0
947-67-008-05;0
947-77.143;0
947-77.144;0
948-03.198;0
948-03-194-01;0
948-21.069;0
948-21.070;0
948-21.073;0
948-21.074;0
948-21.117;0
948-21.124;0
948-21.209;0
948-21.448;0
948-21.560;0
948-21-221;0
948-30.090;0
948-35.022;0
948-35.153;0
948-35.153-01;0
948-35.204;0
948-35-228-01;0
948-36.130-60;0
948-45.055;0
948-65.081;0
948-67.073;0
948-67.078;0
948-зм11;0
949-02.112-08;0
949-03.005;0
949-03.007;0
949-03.015;0
949-03.017;0
949-03.024;0
949-03.025;0
949-03.058;0
949-03.059;0
949-03.060;0
949-03.061;0
949-03.063;0
949-03.064;0
949-03.067;0
949-03.069;0
949-03.070;0
949-03.071;0
949-03.072;0
949-03.073;0
949-03.074;0
949-03.075;0
949-03.076;0
949-03.077;0
949-03.084;0
949-03.097-01;0
949-03.097-03;0
949-03.100;0
949-03.101;0
949-03.102;0
949-03.110-02;0
949-03.110-04;0
949-03.110-06;0
949-03.110-08;0
949-03.110-10;0
949-03.110-14;0
949-03.110-16;0
949-03.110-18;0
949-03.110-20;0
949-03.112-02;0
949-03.112-03;0
949-03.112-04;0
949-03.112-06;0
949-03.112-08;0
949-03.112-10;0
949-03.112-14;0
949-03.112-16;0
949-03.112-18;0
949-03.112-20;0
949-03.112-21;0
949-03.112-22;0
949-03.112-26;0
949-03.112-28;0
949-03.113-06;0
949-03.128;0
949-03.128-01;0
949-03-065;0
949-1150-803-05;0
949-1150-803-06;0
949-12.538;0
949-1370-003;0
949-1370-004;0
949-21.028;0
949-21.068;0
949-21.167;0
949-21.337;0
949-21.337-01;0
949-21.337-02;0
949-2130-042;0
949-2150-012;0
949-2210.025;0
949-2210-036;0
949-2220.005;0
949-2220-003;0
949-2310-006;0
949-2320-003;0
949-2330-009;0
949-2610-104;0
949-385-411-25;0
949-4160.023;0
949-52.3315-04;0
949-52.3315-06;0
949-52.63313-02;0
949-52.63313-05;0
949-52.63315;0
949-52.63315-03;0
949-52.63315-05;0
949-52.63442;0
949-52.63442-02;0
949-52.63442-06;0
949-52.63442-08;0
949-5310-057;0
949-5310-058;0
949-5310-078-01;0
949-5310-078-02;0
949-5310-078-03;0
949-5310-802;0
949-5410-010;0
949-5510-046-02;0
949-5510-046-06;0
949-5710.003;0
949-6220-861;0
949-6220-861-01;0
949-6220-861-04;0
949-6250-003-06;0
949-65.208;0
949-73.003;0
949-7310-386;0
949-75.655-49;0
949-76.50451;0
949-76.6.5392;0
949-76.60110;0
949-76.60-119;0
949-76.60163-01;0
949-76.60177;0
949-76.60177-01;0
949-76.60184;0
949-76.60191;0
949-76.60-191;0
949-76.60-193;0
949-76.60-196;0
949-76.60-197;0
949-76.60198;0
949-76.60198/0,5;0
949-76.60-204;0
949-76.60-206;0
949-76.60439;0
949-76.60439-01;0
949-76.60443;0
949-76.60443-01;0
949-76.60447;0
949-76.60447-01;0
949-76.60451;0
949-76.60451-01;0
949-76.60-477;0
949-76.60-795;0
949-76.61-264;0
949-76.61284;0
949-76.61373;0
949-76.61376;0
949-76.61-404;0
949-76.61423;0
949-76.61425;0
949-76.65.549;0
949-76.65083;0
949-76.65091;0
949-76.65100;0
949-76.65110;0
949-76.65113;0
949-76.65116;0
949-76.65312;0
949-76.65356;0
949-76.65357;0
949-76.65394;0
949-76.65502;0
949-76.65503;0
949-76.65504;0
949-76.65505;0
949-76.65506;0
949-76.65507;0
949-76.65508;0
949-76.65509;0
949-76.65510;0
949-76.65511;0
949-76.65512;0
949-76.65513;0
949-76.65514;0
949-76.65515;0
949-76.65516;0
949-76.65517;0
949-76.65518;0
949-76.65519;0
949-76.65520;0
949-76.65521;0
949-76.65522;0
949-76.65523;0
949-76.65524;0
949-76.65525;0
949-76.65526;0
949-76.65527;0
949-76.65528;0
949-76.65529;0
949-76.65530;0
949-76.65531;0
949-76.65532;0
949-76.65533;0
949-76.65534;0
949-76.65535;0
949-76.65536;0
949-76.65537;0
949-76.65538;0
949-76.65539;0
949-76.65540;0
949-76.65541;0
949-76.65542;0
949-76.65543;0
949-76.65544;0
949-76.65545;0
949-76.65546;0
949-76.65547;0
949-76.65548;0
949-76.65549;0
949-76.65550;0
949-76.65551;0
949-76.65552;0
949-76.65553;0
949-76.65554;0
949-76.65555;0
949-76.65556;0
949-76.65557;0
949-76.65558;0
949-76.65565;0
949-76.65620 (153-ав1);0
949-76.65623;0
949-76.65626;0
949-76.65627;0
949-76.66174;0
949-76.67284;0
949-76.68116 мрту38.5-6075-67 прилож.№45;0
949-76-60177;0
949-76-60184;0
949-76-60439;0
949-76-60443;0
949-76-60443-01;0
949-76-60451-01;0
949-76-65078;0
949-76-65083;0
949-76-65091;0
949-76-65100;0
949-76-65113;0
949-76-65-392;0
949-8240.335-01;0
949-8240-331;0
949-8240-340;0
949-8240-365;0
949-8540-004;0
95.85.3;0
950-67.002;0
95-130л;0
95-130ст;0
951-35.020-15;0
951-35-020-15;0
951a0054h0 (951a0054h01);0
951а0054н0;0
9523;0
9-525-10;0
95-395л;0
95-395ст;0
953-и199;0
954-03.001-01;0
954-03.002;0
954-03.003;0
954-03.004;0
954-03.005;0
954-03.006;0
954-03.007;0
954-03.008;0
954-03.009;0
954-03.010;0
954-21.001;0
9555-122;0
9560015н03;0
956-03.024-01;0
956-32.052;0
956-32.054-06;0
956-32.054-12;0
956-32.054-15;0
956-32.054-16;0
956-32.067;0
956-32.069;0
"956-645-092
956-645-092-01
956-645-092-02
956-645-092-03";0
9571-967;0
9579-729;0
9585l001;0
958l001;0
95м;0
95мб ухл/э;0
95мб-ухл;0
95сг9;0
95х0,5;0
96 661;0
96 662;0
9609-2;0
96-21х20;0
962-26.104;0
962-35.037-01;0
962-35.037-11;0
962-35.037-12;0
962-35.098-45;0
962-35.104;0
962-35.222;0
962-45.021;0
962-45.022;0
962-77.002;0
962-99.172;0
963-19.086-07;0
963-19.086-21;0
963-19.087;0
963-19.087-01;0
963-19.088-01;0
963-19.088-02;0
963-19.088-03;0
963-19.088-04;0
963-19.156;0
963-19.156-01;0
963-19.156-02;0
963-19.157;0
965/1191x802;0
965-30.012;0
9653560156;0
9653560158;0
965-b116;0
965-b456;0
965-b457;0
965-b469;0
965-в.490;0
965-в.81;0
965-в117;0
965-в326;0
965-в5;0
965-в-77;0
965-в-78;0
965-е16;0
967/21а;0
967/8а;0
967-32.001;0
967-45.002;0
967-74.24;0
967-74.25;0
967-74.26;0
9677540100;0
967м тм/э;0
967м уi;0
967м ухл/э;0
967мб о/ухл;0
967мб о/э;0
967мб ухл/э;0
967мб-ухл/э;0
9684;0
968468050200;0
968468051130;0
968468080160;0
968468080320;0
968468081090;0
968468081240;0
968468200350;0
968468200360;0
968468200470;0
968470021060;0
968470021090;0
968470021120;0
968470021180;0
968470081110;0
968470201260;0
968545201404;0
9698-1973;0
969-83.12107;0
969-83.12107.02;0
969-83.12107-01;0
969-83.12321;0
969-83.13775.07-02;0
969-83.14343;0
969-83.14679;0
969-83.14679.04;0
969-83.14679.04-01;0
969-83.14679.04-02;0
969-83.14679.04-03;0
969-83.14679.04-04;0
969-83.14679-01;0
969-83.14881;0
969-83.14881-01;0
969-83.14925-03;0
969-83.14925-06;0
969-83.14925-07;0
9698-3044;0
9698-3151;0
9698-3152;0
9698-3166;0
9698-3167;0
9698-3168;0
9698-3169;0
9698-3189;0
9698-4959;0
9699;0
96la2505001a;0
97 002;0
97 004;0
9705130;0
9706416;0
9706596;0
9731.79.05;0
973-21.002;0
973-21.006;0
976.001;0
97729;0
977-7330-398;0
97-79;0
979-59071;0
9796;0
97у сб3;0
97у то;0
97у фо;0
97у2-37;0
97у2-38;0
97у2-39;0
97у2-54;0
97у3 1;0
97уч;0
97уя сб8;0
98 060;0
98015;0
980157/3;0
980157/4;0
980157/5;0
980157/8;0
980157/9;0
98060;0
981.201;0
981-19.042;0
982-21.001;0
982-21.002;0
982-21.003;0
9825;0
9835-61;0
984-21.129;0
984-38.060;0
985-45.185;0
986-03.061;0
986-43.нт.387;0
986-78.12121;0
986-7849-11ту;0
988.683.658-01;0
988.684.120-01;0
9884;0
98м.1.10;0
98у 10-5;0
98у 10-50;0
98у сб1 – 29;0
98у сб10 – 8;0
98у сб12;0
99 467;0
99.02.9.024.99;0
99.80.0.230.98;0
99.80.9.024.99;0
990.312.001ту;0
9920-1800м.00.00;0
992ат-2сту;0
9949-12.538-01;0
996-78.403-01;0
996-78.415;0
996-78.415-01;0
996-78.416;0
996-78.417;0
996-78.421;0
996-78.422;0
996-78.423;0
996-78-403-02;0
996-78-403-03;0
9995.009;0
999822205018;0
999822205023;0
999822205057;0
999822209005;0
999822209015;0
999822209025;0
999822209035;0
999822209045;0
999822209055;0
999822209065;0
999822209075;0
999822209085;0
9999160113;0
9999160115;0
9999160116;0
9999160118;0
9999160119;0
9l-5854;0
9rн.1.10;0
9s9082;0
9u5132;0
9u-7227;0
9y-8419;0
9-а-621.00.019;0
9-а-621.00.021;0
9-а-621.01.011;0
9-а-621.02.014;0
9-а-621.02.015;0
9-а-621.02.016;0
9-а-621.03.011;0
9-а-621.04.020;0
9-а-621.05.000;0
9-а-621.05.003;0
9-а-621.05.004;0
9-а-621.05.011;0
9-а-621.05.012;0
9-а-621.05.013;0
9-а-621.05.017;0
9-а-621.05.020;0
9-а-621.05.021;0
9-а-621.05.030;0
9-а-621.06.000;0
9-а-621.06.002;0
9-а-621.06.006;0
9-а-621.06.007;0
9-а-621.06.010;0
9-а-621.06.017;0
9-а-621.06.021;0
9-а-621.06.023;0
9-а-621.06.026;0
9-а-621.06.027;0
9-а-621.06.028;0
9-а-621.06.036;0
9-а-621.06.037;0
9-а-621.08.000;0
9-а-621.08.004;0
9-а-621.09.000;0
9-а-621.09.003;0
9б238;0
9в2.556.211-01;0
9в2.556.211рэ;0
9в2.930.308-01;0
9в2.930.308рэ;0
9в2.930.308рэ-5-6;0
9в2.930.308рэ-6-1;0
9в2.930.308рэ-7;0
9в2.930.308рэ-7-5;0
9в2.930.308рэ-9-1;0
9в2.930.308рэ-9-5;0
9в2.930.308ту;0
9в2.930.361ту;0
9в2.930.370ту;0
9в2.930.376 (9в2.930.374);0
9в2.950.204 ту;0
9в2.955.339 ту;0
9в2-930-301ту;0
9в2-930-308рэ-5-1;0
9в4.470.333 ту;0
9в5.891.220-01;0
9в5.891.960-01;0
9в5.930.383рэ;0
9в7.010.686-01;0
9в7.141.019-01;0
9в8.684.120-01;0
9в8.942.755-01;0
9в8.942.755-02;0
9в8-683-658-01;0
9в9.330.279-01;0
9вм.1.10;0
9г0.295.008ту;0
9г5.890.707-01;0
9г7.010.434-10147;0
9г7.010.435-10148;0
9г8.681.051-01;0
9г8.683.048-03;0
9го.295.008ту;0
9го.295.009ту;0
9дm.123.16-6;0
9дm-123-18-7;0
9дм.123.14-6;0
9дм.123.17-6;0
9дм.123.18-7;0
9дм.181;0
9дм.181.109-01;0
9дм.181.110-01;0
9дм.181.19 спч;0
9дм.181.19спч-01;0
9дм.181.25спч-01;0
9дм.35.16;0
9дм86.09-3;0
9е0. 312.005ту;0
9е0.312.021ту;0
9е0312.021ту;0
9е2.562.005-01;0
9ео.312.005ту;0
9ео.312.0121ту;0
9и100к.51.3000.00;0
9и-1-200/460;0
9м311.01.00.240;0
9мо.072.00ту;0
9-ф-086;0
9-ф1-621;0
9шмс.6.6сб;0
9-щр2п;0
9э 02-70;0
9э сб04-14;0
9э04-8;0
9яо.312.006ту;0
a.2.5м2-6gх12.32;0
a.4.01.026;0
a.4.04.016;0
a.5.04.016;0
a.m1,4-6gx5.32.05;0
a.m1,4-6gх4.32лс59-1.1;0
a.m1,4-6gх5.32лс59-1.11;0
a.m1,6-6gx6.58.023;0
